0,https|||www.newyorker.com|news|news-desk|why-is-the-trump-campaign-attacking-senator-kirsten-gillibrand.html,https|||www.newyorker.com|news|news-desk|trump-reportedly-called-sessions-a-dumb-southerner-what-do-alabama-republicans-think-of-that.html,https|||www.newyorker.com|humor|borowitz-report|military-refuses-to-participate-in-trumps-parade-citing-bone-spurs.html,https|||www.newyorker.com|news|current|trump-putin-helsinki.html,https|||www.huffingtonpost.com|entry|twitter-in-melt-down-after-trump-says-synagogue-needed-armed-guard_us_5bd5198fe4b0d38b58843468.html,https|||www.huffingtonpost.com|entry|rep-kevin-mccarthy-delete-tweet-attacking-3-jewish-money-men_us_5bd4fa98e4b0d38b58842c96.html,https|||www.breitbart.com|entertainment|2018|10|27|exclusive-blexit-in-my-own-words|.html,https|||www.breitbart.com|tech|2018|10|27|report-facebooks-political-ad-tools-allows-users-to-purchase-ads-in-the-name-of-mike-pence-isis-others|.html,https|||www.breitbart.com|politics|2018|10|27|barack-obama-complains-about-media-coverage-of-donald-trump|.html,https|||www.breitbart.com|politics|2018|10|27|watch-live-walkaway-from-democrats-rally-in-washington-dc|.html,realdonaldtrump oct2018.html,
https|||abcnews.go.com|US|california-wildfires-president-trump-heads-state-tour-damage|story|id|59240106.html,0.9847027280301853,0.970563303359765,0.9588550731513195,0.9879577921027946,0.984580789447357,0.9900175201932198,0.9778131927011465,0.9635377671159656,0.9430796084623329,0.9089474212817896,0.9683758246777612,
https|||afsp.org|nations-largest-suicide-prevention-organization-thanks-president-donald-j-trump-for-signing-the-national-suicide-hotline-improvement-act-of-2018-h-r-2345|.html,0.9644568129125242,0.9342421922590066,0.9584065509562363,0.965703021339578,0.9742063022795093,0.9696034245170486,0.9561392447828045,0.9473569129039023,0.9252001242909074,0.9046043589163932,0.9520216476415162,
https|||ag.ny.gov|press-release|attorney-general-underwood-announces-lawsuit-against-donald-j-trump-foundation-and-its.html,0.9467932949822396,0.9166134163558468,0.9844603549471852,0.9454845591135839,0.9435767730515607,0.9598266328976162,0.9533073602187804,0.9731409206876345,0.9686693217912904,0.9689600339774778,0.9053511884256804,
https|||china.usembassy-china.org.cn|inauguration-president-donald-j-trump|.html,0.9761403277124119,0.9512063978161154,0.9766900790337363,0.9798564162631798,0.977162530304595,0.9828497669948036,0.9808978244626391,0.9767458619817081,0.9646853562257742,0.9460056303654859,0.9530013707291316,
https|||dailycaller.com|2018|11|18|donald-trump-adam-schiff-nickname|.html,0.9543323936540797,0.9457189444548332,0.9723900834616501,0.9484352882182178,0.9463437855021557,0.9545851489804201,0.9619335848809148,0.9743422264906608,0.9694355722110445,0.9540586485726891,0.9347470679265342,
https|||deadline.com|2018|11|president-donald-trump-tweetstorm-the-sunday-edition-13-1202504422|.html,0.9504708243150829,0.9417237711906272,0.9508595033574756,0.9405543504913698,0.9508321312889981,0.944787057638243,0.9419720850848935,0.9510685452296165,0.9456107073244134,0.925220533205671,0.9310632802819453,
https|||en.wikipedia.org|wiki|Donald_Trump.html,0.9395918847111843,0.9138927720111528,0.9173784547282806,0.9284638916728749,0.947381308281658,0.9324862011353499,0.9022582964566257,0.9036888158348103,0.8955050213714125,0.873886680558358,0.9059614190729707,
https|||en.wikipedia.org|wiki|Melania_Trump.html,0.9500793353928161,0.9246795424092825,0.9502442210044703,0.9419974515702408,0.9517364989322432,0.9488214085563871,0.9255945665079777,0.9377288128458607,0.9324487274347104,0.9205525091340533,0.9164817476030405,
https|||en.wikipedia.org|wiki|Presidency_of_Donald_Trump.html,0.955793354622241,0.9329338663766615,0.9214585004811938,0.9501463609593204,0.963906645316415,0.9525732837415537,0.9222302062106859,0.9138940084856064,0.8978098780556936,0.8679999486401629,0.9266068129625562,
https|||mashable.com|category|donald-trump|.html,0.9508101915160765,0.931770974225649,0.9502970854611456,0.9519785741507862,0.9651719032782211,0.9570466504870015,0.9557596421959661,0.9527692801750935,0.9325500510869799,0.9119901044754412,0.9627099779435696,
https|||medium.com|s|story|the-faith-in-donald-j-trump-23878e5b8e66.html,0.8215111741403417,0.8440256361001486,0.6898330362867285,0.8327240363933301,0.8211265659265129,0.8047563499232265,0.8091790362586728,0.7229099873026021,0.6804021672349948,0.5861201470034074,0.8486970381238644,
https|||millercenter.org|president|trump.html,0.9248353572685337,0.891327482762387,0.978573798050792,0.9255078570852749,0.9084987533038842,0.935243155012508,0.9351212764285461,0.9667845476791321,0.9677740484223459,0.9777368492397432,0.8838650747887326,
https|||pm.gc.ca|eng|news|2017|02|13|joint-statement-president-donald-j-trump-and-prime-minister-justin-trudeau.html,0.9024776766098329,0.8853870961475906,0.8266601431033832,0.9186838498980656,0.9109344618957863,0.9049825701567175,0.9042948379453429,0.838394614421835,0.7963784414276599,0.7351508644590057,0.9203479094466548,
https|||projects.fivethirtyeight.com|trump-approval-ratings|.html,0.7679652338202585,0.7433332615785964,0.7672691952558739,0.7780761337305206,0.8156231902911198,0.7922482826031588,0.795374760799859,0.7849630945967756,0.7492759309491127,0.7336404812614669,0.8139782959906925,
https|||qz.com|1162244|donald-j-trump-presidential-library-and-museum-what-will-it-look-like|.html,0.9480851435564948,0.947864668941682,0.8550101759263847,0.9511338708844352,0.9331840488280334,0.9357693545351197,0.9160010774228653,0.8659784439113798,0.836193061938764,0.7680589686206853,0.9265316824128357,
https|||talkingpointsmemo.com|news|standing-in-scorched-ca-town-trump-credits-finlands-raking-and-cleaning-policy.html,0.962055989103033,0.9520482720190406,0.9727137527600361,0.9638213208106203,0.9574070231486957,0.972146205567524,0.9826801274220248,0.985626516297332,0.9730821362605326,0.9550977460358347,0.9498177533497794,
https|||thehill.com|opinion|civil-rights|368696-president-donald-j-trump-and-racial-america.html,0.9698904970499146,0.9489167034872238,0.9678526868252635,0.976740463859428,0.9749168595812766,0.9857541359044676,0.9831226040469532,0.9760907640172002,0.9578622158502,0.9364173750381528,0.9557264156939195,
https|||twitter.com|realDonaldTrump|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Eauthor.html,0.9519570655009055,0.94429708525879,0.9308022083578058,0.9577626602495656,0.9615548967427865,0.9544754583672672,0.9610472940944357,0.9443574643234756,0.921276749655952,0.891972012420382,0.9960845855085881,
https|||twitter.com|realDonaldTrump|status|1064216956679716864|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.9168187689501257,0.9040203231486051,0.8862679450737747,0.923400650167769,0.946660466934822,0.9227145555414686,0.9268217822955833,0.8975005588213151,0.8651105988931772,0.8310683158613015,0.9811147287426323,
https|||twitter.com|realDonaldTrump|status|1064227483187318784|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.9068070816385392,0.8977579450575285,0.8700650151530956,0.9150313943712338,0.942037419880838,0.9144766858117835,0.9194278438747884,0.886903137341362,0.854542711840957,0.8161640355522379,0.9732006798946752,
https|||twitter.com|realDonaldTrump|status|1064245710747590657|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.8953086638334019,0.8872176800095587,0.857160963424693,0.9011789396321422,0.9321163814259146,0.8994481481527757,0.9102912213165606,0.8747323597651988,0.843639052493147,0.804270994494275,0.969354798847811,
https|||twitter.com|realDonaldTrump|status|1064246787161145346|ref_src|twsrc|5Egoogle|7Ctwcamp|5Eserp|7Ctwgr|5Etweet.html,0.9150713499911145,0.8985894035152846,0.8926381015634683,0.9212822542002266,0.9487078802386492,0.9234717554878062,0.925917608511647,0.9008290562805421,0.8725643160702656,0.8426360541000107,0.9779084889337593,
