0,https|||www.newyorker.com|news|news-desk|why-is-the-trump-campaign-attacking-senator-kirsten-gillibrand.html,https|||www.newyorker.com|news|news-desk|trump-reportedly-called-sessions-a-dumb-southerner-what-do-alabama-republicans-think-of-that.html,https|||www.newyorker.com|humor|borowitz-report|military-refuses-to-participate-in-trumps-parade-citing-bone-spurs.html,https|||www.newyorker.com|news|current|trump-putin-helsinki.html,https|||www.huffingtonpost.com|entry|twitter-in-melt-down-after-trump-says-synagogue-needed-armed-guard_us_5bd5198fe4b0d38b58843468.html,https|||www.huffingtonpost.com|entry|rep-kevin-mccarthy-delete-tweet-attacking-3-jewish-money-men_us_5bd4fa98e4b0d38b58842c96.html,https|||www.breitbart.com|entertainment|2018|10|27|exclusive-blexit-in-my-own-words|.html,https|||www.breitbart.com|tech|2018|10|27|report-facebooks-political-ad-tools-allows-users-to-purchase-ads-in-the-name-of-mike-pence-isis-others|.html,https|||www.breitbart.com|politics|2018|10|27|barack-obama-complains-about-media-coverage-of-donald-trump|.html,https|||www.breitbart.com|politics|2018|10|27|watch-live-walkaway-from-democrats-rally-in-washington-dc|.html,realdonaldtrump oct2018.html,
https|||abcnews.go.com|.html,0.9590013174581219,0.9403532108877214,0.9674370132422303,0.966430882604429,0.9667293286429381,0.9779612632256576,0.9782111525159255,0.9784857887765779,0.9584969682067045,0.9414405228584325,0.9582700246951378,
https|||books.google.com|books|id|JsdGYlTm2nsC|pg|PA111|lpg|PA111|dq|Trump|source|bl|ots|reQottR3Wr|sig|OwDJJZvEk5_Jm7Gxu30XBND_HcM|hl|en|sa|X|ved|2ahUKEwjml7fzrt_eAhWCJXwKHeXXB78Q6AEwbXoECCEQAQ.html,0.6288709658746717,0.6100798025688657,0.5914502222712287,0.6322657918193264,0.6656362714731159,0.6334127439402282,0.6212894923373208,0.5981893730997537,0.5703362482823496,0.5344045371642465,0.6600431135660665,
https|||books.google.com|books|id|aLw6DwAAQBAJ|pg|PA199|lpg|PA199|dq|Trump|source|bl|ots|5HBnM1JpOn|sig|MVAkl-0S26UtrHZCu4WFZLWe8H8|hl|en|sa|X|ved|2ahUKEwjml7fzrt_eAhWCJXwKHeXXB78Q6AEwbnoECCAQAQ.html,0.9433355644622433,0.9223951298953886,0.9554021090378395,0.9380128597175382,0.9495626654873449,0.9478094375664922,0.9458654232573703,0.9514755991096623,0.944165880293938,0.9378225861263599,0.9412045151126902,
https|||books.google.com|books|id|dlY2DwAAQBAJ|pg|PT39|lpg|PT39|dq|Trump|source|bl|ots|1VB-Idajw_|sig|mViNMd-AYg_qd7M9QKyKIt61o-Q|hl|en|sa|X|ved|2ahUKEwjml7fzrt_eAhWCJXwKHeXXB78Q6AEwcHoECB4QAQ.html,0.9395268529923053,0.9166131210238483,0.9543699650047972,0.9340310176455725,0.9396072570572845,0.9429102218584151,0.943358986253804,0.9485618013429141,0.9447471539776393,0.9392707187460189,0.9295085170943636,
https|||books.google.com|books|id|hR9xc9NheesC|pg|PA37|lpg|PA37|dq|Trump|source|bl|ots|IE1ep2QlXr|sig|EUsGPStFiaNq8YbDLT_Oxu6LPFU|hl|en|sa|X|ved|2ahUKEwjml7fzrt_eAhWCJXwKHeXXB78Q6AEwc3oECBsQAQ.html,0.9674606519002653,0.941813305019828,0.9516417704564442,0.9624697917269042,0.971982169996639,0.9678608559150039,0.9472577055837478,0.9442221478389158,0.9232209827376306,0.9016482653697491,0.9484378313694524,
https|||books.google.com|books|id|je1TAAAAYAAJ|pg|PA320|lpg|PA320|dq|Trump|source|bl|ots|R5rkWwrD3p|sig|e6kqfSexGk8M0TqhoTEY8CWdZqU|hl|en|sa|X|ved|2ahUKEwjml7fzrt_eAhWCJXwKHeXXB78Q6AEwdXoECBkQAQ.html,0.8356196615369085,0.885791453710228,0.7110206973057523,0.8162005730303287,0.8189482176373649,0.7936619843219934,0.7844287097183738,0.7271663966578725,0.7249412111979191,0.6359139147954086,0.8119617888584645,
https|||books.google.com|books|id|nNw_AAAAYAAJ|pg|PA33|lpg|PA33|dq|Trump|source|bl|ots|dmSKamTggL|sig|0ovmYzGH8IZfXmuRt0e7hVdXEbM|hl|en|sa|X|ved|2ahUKEwjml7fzrt_eAhWCJXwKHeXXB78Q6AEwdnoECBgQAQ.html,0.8961160213457876,0.9073357831331502,0.8293943231499945,0.8768943323043965,0.9058347665267648,0.8690086596930024,0.8592087615219373,0.8238747168344686,0.8251208920974816,0.7726440662126576,0.9024607193114375,
https|||books.google.com|books|id|uTA7DwAAQBAJ|pg|PT245|lpg|PT245|dq|Trump|source|bl|ots|8fcwYNnj33|sig|R7aimqRq7ZCuO4MU28huLw7BkqA|hl|en|sa|X|ved|2ahUKEwjml7fzrt_eAhWCJXwKHeXXB78Q6AEwcXoECB0QAQ.html,0.9459179132438649,0.9201127607872351,0.9502541714057579,0.9405466457046107,0.9551485407853744,0.9496484042936859,0.9389255305624594,0.9416676598316498,0.9337099485237369,0.9251446047752846,0.9401861476780051,
https|||dailycaller.com|2018|11|14|transcript-trump-daily-caller-interview|.html,0.8125153053516744,0.8604015709655046,0.6991520066535618,0.7967879328332652,0.8232498525150181,0.7758394800932289,0.790668869775465,0.7297689637096392,0.7316740001979254,0.644798632988893,0.8283161873840243,
https|||en.wikipedia.org|wiki|Donald_Trump.html,0.939568161918885,0.9138694278528395,0.9173455613757656,0.9284387274343137,0.9473684254238536,0.9324650875727739,0.9022342731765451,0.9036632181929798,0.895480643664463,0.8738584324964653,0.9059328134849752,
